"","...1","Area","Item","Year","yield_hg_per_ha","average_rain_fall_mm_per_year","pesticides_tonnes","avg_temp","yield_last_year"
"1100",18974,"Mauritius","Sweet potatoes",2013,133049,2041,671.77,24.31,152500
"1101",20255,"Mexico","Cassava",2011,127352,758,65961.1,16.64,131579
"1102",20319,"Mexico","Cassava",2012,122330,758,64512.22,16.43,127352
"1103",20383,"Mexico","Cassava",2013,146398,758,59920.18,17.34,122330
"1104",20263,"Mexico","Maize",2011,29058,758,65961.1,16.64,32599
"1105",20327,"Mexico","Maize",2012,31874,758,64512.22,16.43,29058
"1106",20391,"Mexico","Maize",2013,31941,758,59920.18,17.34,31874
"1107",20271,"Mexico","Potatoes",2011,262734,758,65961.1,16.64,277578
"1108",20335,"Mexico","Potatoes",2012,268098,758,64512.22,16.43,262734
"1109",20399,"Mexico","Potatoes",2013,267752,758,59920.18,17.34,268098
"1110",20279,"Mexico","Rice, paddy",2011,50962,758,65961.1,16.64,51901
"1111",20343,"Mexico","Rice, paddy",2012,56231,758,64512.22,16.43,50962
"1112",20407,"Mexico","Rice, paddy",2013,54252,758,59920.18,17.34,56231
"1113",20287,"Mexico","Sorghum",2011,37202,758,65961.1,16.64,39246
"1114",20351,"Mexico","Sorghum",2012,38295,758,64512.22,16.43,37202
"1115",20415,"Mexico","Sorghum",2013,37350,758,59920.18,17.34,38295
"1116",20295,"Mexico","Soybeans",2011,13197,758,65961.1,16.64,10925
"1117",20359,"Mexico","Soybeans",2012,17389,758,64512.22,16.43,13197
"1118",20423,"Mexico","Soybeans",2013,15198,758,59920.18,17.34,17389
"1119",20303,"Mexico","Sweet potatoes",2011,201465,758,65961.1,16.64,206653
"1120",20367,"Mexico","Sweet potatoes",2012,175168,758,64512.22,16.43,201465
"1121",20431,"Mexico","Sweet potatoes",2013,183965,758,59920.18,17.34,175168
"1122",20311,"Mexico","Wheat",2011,54778,758,65961.1,16.64,54185
"1123",20375,"Mexico","Wheat",2012,56568,758,64512.22,16.43,54778
"1124",20439,"Mexico","Wheat",2013,52934,758,59920.18,17.34,56568
"1125",20462,"Montenegro","Maize",2011,42007,241,75,11.25,37950
"1126",20465,"Montenegro","Maize",2012,32007,241,71,11.53,42007
"1127",20468,"Montenegro","Maize",2013,51775,241,82,12.87,32007
"1128",20463,"Montenegro","Potatoes",2011,165000,241,75,11.25,145964
"1129",20466,"Montenegro","Potatoes",2012,118033,241,71,11.53,165000
"1130",20469,"Montenegro","Potatoes",2013,149004,241,82,12.87,118033
"1131",20464,"Montenegro","Wheat",2011,32024,241,75,11.25,34029
"1132",20467,"Montenegro","Wheat",2012,27984,241,71,11.53,32024
"1133",20470,"Montenegro","Wheat",2013,34357,241,82,12.87,27984
"1134",20751,"Morocco","Maize",2011,11533,346,13697,18.53,12132
"1135",20765,"Morocco","Maize",2012,7648,346,13697,18.24,11533
"1136",20779,"Morocco","Maize",2013,6632,346,13697,18.79,7648
"1137",20753,"Morocco","Potatoes",2011,297584,346,13697,18.53,283502
"1138",20767,"Morocco","Potatoes",2012,279800,346,13697,18.24,297584
"1139",20781,"Morocco","Potatoes",2013,363561,346,13697,18.79,279800
"1140",20755,"Morocco","Rice, paddy",2011,70236,346,13697,18.53,68270
"1141",20769,"Morocco","Rice, paddy",2012,76015,346,13697,18.24,70236
"1142",20783,"Morocco","Rice, paddy",2013,75433,346,13697,18.79,76015
"1143",20757,"Morocco","Sorghum",2011,8011,346,13697,18.53,6632
"1144",20771,"Morocco","Sorghum",2012,9475,346,13697,18.24,8011
"1145",20785,"Morocco","Sorghum",2013,10637,346,13697,18.79,9475
"1146",20759,"Morocco","Soybeans",2011,10000,346,13697,18.53,10000
"1147",20773,"Morocco","Soybeans",2012,10000,346,13697,18.24,10000
"1148",20787,"Morocco","Soybeans",2013,10000,346,13697,18.79,10000
"1149",20761,"Morocco","Sweet potatoes",2011,213115,346,13697,18.53,166600
"1150",20775,"Morocco","Sweet potatoes",2012,270783,346,13697,18.24,213115
"1151",20789,"Morocco","Sweet potatoes",2013,245134,346,13697,18.79,270783
"1152",20763,"Morocco","Wheat",2011,19488,346,13697,18.53,17095
"1153",20777,"Morocco","Wheat",2012,12342,346,13697,18.24,19488
"1154",20791,"Morocco","Wheat",2013,21640,346,13697,18.79,12342
"1155",20933,"Mozambique","Cassava",2011,78029,1032,766.93,21.69,77638
"1156",20940,"Mozambique","Cassava",2012,107501,1032,766.93,21.92,78029
"1157",20947,"Mozambique","Cassava",2013,46115,1032,766.93,21.37,107501
"1158",20934,"Mozambique","Maize",2011,12020,1032,766.93,21.69,12024
"1159",20941,"Mozambique","Maize",2012,14980,1032,766.93,21.92,12020
"1160",20948,"Mozambique","Maize",2013,6814,1032,766.93,21.37,14980
"1161",20935,"Mozambique","Potatoes",2011,142473,1032,766.93,21.69,142467
"1162",20942,"Mozambique","Potatoes",2012,143961,1032,766.93,21.92,142473
"1163",20949,"Mozambique","Potatoes",2013,135526,1032,766.93,21.37,143961
"1164",20936,"Mozambique","Rice, paddy",2011,11366,1032,766.93,21.69,11365
"1165",20943,"Mozambique","Rice, paddy",2012,5589,1032,766.93,21.92,11366
"1166",20950,"Mozambique","Rice, paddy",2013,2824,1032,766.93,21.37,5589
"1167",20937,"Mozambique","Sorghum",2011,6412,1032,766.93,21.69,6089
"1168",20944,"Mozambique","Sorghum",2012,4532,1032,766.93,21.92,6412
"1169",20951,"Mozambique","Sorghum",2013,3572,1032,766.93,21.37,4532
"1170",20938,"Mozambique","Sweet potatoes",2011,118660,1032,766.93,21.69,111841
"1171",20945,"Mozambique","Sweet potatoes",2012,164573,1032,766.93,21.92,118660
"1172",20952,"Mozambique","Sweet potatoes",2013,209796,1032,766.93,21.37,164573
"1173",20939,"Mozambique","Wheat",2011,17042,1032,766.93,21.69,13367
"1174",20946,"Mozambique","Wheat",2012,9958,1032,766.93,21.92,17042
"1175",20953,"Mozambique","Wheat",2013,10951,1032,766.93,21.37,9958
"1176",21024,"Namibia","Maize",2011,19297,285,56,19.26,19882
"1177",21028,"Namibia","Maize",2012,18999,285,56,20.11,19297
"1178",21032,"Namibia","Maize",2013,18683,285,56,20.73,18999
"1179",21025,"Namibia","Potatoes",2011,119667,285,56,19.26,121175
"1180",21029,"Namibia","Potatoes",2012,120805,285,56,20.11,119667
"1181",21033,"Namibia","Potatoes",2013,120727,285,56,20.73,120805
"1182",21026,"Namibia","Sorghum",2011,2931,285,56,19.26,2901
"1183",21030,"Namibia","Sorghum",2012,2862,285,56,20.11,2931
"1184",21034,"Namibia","Sorghum",2013,2860,285,56,20.73,2862
"1185",21027,"Namibia","Wheat",2011,61267,285,56,19.26,61022
"1186",21031,"Namibia","Wheat",2012,61692,285,56,20.11,61267
"1187",21035,"Namibia","Wheat",2013,62084,285,56,20.73,61692
"1188",21136,"Nepal","Maize",2011,22814,1500,342.92,15.12,21186
"1189",21141,"Nepal","Maize",2012,25011,1500,410.32,15.2,22814
"1190",21146,"Nepal","Maize",2013,23528,1500,454.53,15.79,25011
"1191",21137,"Nepal","Potatoes",2011,137352,1500,342.92,15.12,135841
"1192",21142,"Nepal","Potatoes",2012,135837,1500,410.32,15.2,137352
"1193",21147,"Nepal","Potatoes",2013,136408,1500,454.53,15.79,135837
"1194",21138,"Nepal","Rice, paddy",2011,29805,1500,342.92,15.12,27164
"1195",21143,"Nepal","Rice, paddy",2012,33120,1500,410.32,15.2,29805
"1196",21148,"Nepal","Rice, paddy",2013,31709,1500,454.53,15.79,33120
"1197",21139,"Nepal","Soybeans",2011,9659,1500,342.92,15.12,9206
"1198",21144,"Nepal","Soybeans",2012,9654,1500,410.32,15.2,9659
"1199",21149,"Nepal","Soybeans",2013,11719,1500,454.53,15.79,9654
"1200",21140,"Nepal","Wheat",2011,22747,1500,342.92,15.12,21289
"1201",21145,"Nepal","Wheat",2012,24123,1500,410.32,15.2,22747
"1202",21150,"Nepal","Wheat",2013,22902,1500,454.53,15.79,24123
"1203",21211,"Netherlands","Maize",2011,123355,778,10953.91,10.73,117673
"1204",21214,"Netherlands","Maize",2012,123420,778,11348.39,10.08,123355
"1205",21217,"Netherlands","Maize",2013,119446,778,10720.17,9.54,123420
"1206",21212,"Netherlands","Potatoes",2011,460550,778,10953.91,10.73,435980
"1207",21215,"Netherlands","Potatoes",2012,451734,778,11348.39,10.08,460550
"1208",21218,"Netherlands","Potatoes",2013,422075,778,10720.17,9.54,451734
"1209",21213,"Netherlands","Wheat",2011,77812,778,10953.91,10.73,89092
"1210",21216,"Netherlands","Wheat",2012,85870,778,11348.39,10.08,77812
"1211",21219,"Netherlands","Wheat",2013,87412,778,10720.17,9.54,85870
"1212",21300,"New Zealand","Maize",2011,113842,1732,5086,13.46,107597
"1213",21304,"New Zealand","Maize",2012,108647,1732,5086,12.89,113842
"1214",21308,"New Zealand","Maize",2013,108209,1732,5086,13.57,108647
"1215",21301,"New Zealand","Potatoes",2011,490361,1732,5086,13.46,495751
"1216",21305,"New Zealand","Potatoes",2012,484810,1732,5086,12.89,490361
"1217",21309,"New Zealand","Potatoes",2013,482926,1732,5086,13.57,484810
"1218",21302,"New Zealand","Sweet potatoes",2011,117785,1732,5086,13.46,117803
"1219",21306,"New Zealand","Sweet potatoes",2012,116046,1732,5086,12.89,117785
"1220",21310,"New Zealand","Sweet potatoes",2013,113617,1732,5086,13.57,116046
"1221",21303,"New Zealand","Wheat",2011,72858,1732,5086,13.46,81241
"1222",21307,"New Zealand","Wheat",2012,89245,1732,5086,12.89,72858
"1223",21311,"New Zealand","Wheat",2013,91053,1732,5086,13.57,89245
"1224",21471,"Nicaragua","Cassava",2011,78727,2280,4932.05,26.94,88492
"1225",21479,"Nicaragua","Cassava",2012,76993,2280,4413.82,26.91,78727
"1226",21487,"Nicaragua","Cassava",2013,78931,2280,4413.82,27.26,76993
"1227",21472,"Nicaragua","Maize",2011,14101,2280,4932.05,26.94,13393
"1228",21480,"Nicaragua","Maize",2012,13493,2280,4413.82,26.91,14101
"1229",21488,"Nicaragua","Maize",2013,11809,2280,4413.82,27.26,13493
"1230",21473,"Nicaragua","Plantains and others",2011,104826,2280,4932.05,26.94,104461
"1231",21481,"Nicaragua","Plantains and others",2012,97059,2280,4413.82,26.91,104826
"1232",21489,"Nicaragua","Plantains and others",2013,110413,2280,4413.82,27.26,97059
"1233",21474,"Nicaragua","Potatoes",2011,168339,2280,4932.05,26.94,134615
"1234",21482,"Nicaragua","Potatoes",2012,169329,2280,4413.82,26.91,168339
"1235",21490,"Nicaragua","Potatoes",2013,170847,2280,4413.82,27.26,169329
"1236",21475,"Nicaragua","Rice, paddy",2011,41177,2280,4932.05,26.94,51406
"1237",21483,"Nicaragua","Rice, paddy",2012,37753,2280,4413.82,26.91,41177
"1238",21491,"Nicaragua","Rice, paddy",2013,49680,2280,4413.82,27.26,37753
"1239",21476,"Nicaragua","Sorghum",2011,19105,2280,4932.05,26.94,16630
"1240",21484,"Nicaragua","Sorghum",2012,19866,2280,4413.82,26.91,19105
"1241",21492,"Nicaragua","Sorghum",2013,18259,2280,4413.82,27.26,19866
"1242",21477,"Nicaragua","Soybeans",2011,20144,2280,4932.05,26.94,22090
"1243",21485,"Nicaragua","Soybeans",2012,18285,2280,4413.82,26.91,20144
"1244",21493,"Nicaragua","Soybeans",2013,21034,2280,4413.82,27.26,18285
"1245",21478,"Nicaragua","Yams",2011,133333,2280,4932.05,26.94,133274
"1246",21486,"Nicaragua","Yams",2012,133333,2280,4413.82,26.91,133333
"1247",21494,"Nicaragua","Yams",2013,133333,2280,4413.82,27.26,133333
"1248",21635,"Niger","Cassava",2011,107514,151,10.59,30.1,217784
"1249",21642,"Niger","Cassava",2012,160606,151,21.37,29.61,107514
"1250",21649,"Niger","Cassava",2013,199719,151,21.37,30.42,160606
"1251",21636,"Niger","Maize",2011,8405,151,10.59,30.1,7869
"1252",21643,"Niger","Maize",2012,10437,151,21.37,29.61,8405
"1253",21650,"Niger","Maize",2013,12326,151,21.37,30.42,10437
"1254",21637,"Niger","Potatoes",2011,161890,151,10.59,30.1,170183
"1255",21644,"Niger","Potatoes",2012,242957,151,21.37,29.61,161890
"1256",21651,"Niger","Potatoes",2013,256815,151,21.37,30.42,242957
"1257",21638,"Niger","Rice, paddy",2011,54739,151,10.59,30.1,54407
"1258",21645,"Niger","Rice, paddy",2012,57490,151,21.37,29.61,54739
"1259",21652,"Niger","Rice, paddy",2013,62834,151,21.37,30.42,57490
"1260",21639,"Niger","Sorghum",2011,2676,151,10.59,30.1,3919
"1261",21646,"Niger","Sorghum",2012,4422,151,21.37,29.61,2676
"1262",21653,"Niger","Sorghum",2013,3703,151,21.37,30.42,4422
"1263",21640,"Niger","Sweet potatoes",2011,151699,151,10.59,30.1,161324
"1264",21647,"Niger","Sweet potatoes",2012,200362,151,21.37,29.61,151699
"1265",21654,"Niger","Sweet potatoes",2013,211608,151,21.37,30.42,200362
"1266",21641,"Niger","Wheat",2011,19770,151,10.59,30.1,19868
"1267",21648,"Niger","Wheat",2012,16537,151,21.37,29.61,19770
"1268",21655,"Niger","Wheat",2013,30090,151,21.37,30.42,16537
"1269",21696,"Norway","Potatoes",2011,229141,1414,823.96,4.14,251662
"1270",21698,"Norway","Potatoes",2012,240527,1414,813.93,3.09,229141
"1271",21700,"Norway","Potatoes",2013,251702,1414,761.97,3.5,240527
"1272",21697,"Norway","Wheat",2011,38517,1414,823.96,4.14,45975
"1273",21699,"Norway","Wheat",2012,41011,1414,813.93,3.09,38517
"1274",21701,"Norway","Wheat",2013,38841,1414,761.97,3.5,41011
"1275",22962,"Pakistan","Maize",2011,39897,494,1979.27,24.98,38052
"1276",23025,"Pakistan","Maize",2012,39830,494,990.09,24.87,39897
"1277",23088,"Pakistan","Maize",2013,42313,494,0.92,25.95,39830
"1278",22971,"Pakistan","Potatoes",2011,219196,494,1979.27,24.98,226823
"1279",23034,"Pakistan","Potatoes",2012,183405,494,990.09,24.87,219196
"1280",23097,"Pakistan","Potatoes",2013,218059,494,0.92,25.95,183405
"1281",22980,"Pakistan","Rice, paddy",2011,35939,494,1979.27,24.98,30588
"1282",23043,"Pakistan","Rice, paddy",2012,35966,494,990.09,24.87,35939
"1283",23106,"Pakistan","Rice, paddy",2013,37528,494,0.92,25.95,35966
"1284",22989,"Pakistan","Sorghum",2011,6417,494,1979.27,24.98,6171
"1285",23052,"Pakistan","Sorghum",2012,6203,494,990.09,24.87,6417
"1286",23115,"Pakistan","Sorghum",2013,5987,494,0.92,25.95,6203
"1287",22998,"Pakistan","Soybeans",2011,6953,494,1979.27,24.98,5730
"1288",23061,"Pakistan","Soybeans",2012,7901,494,990.09,24.87,6953
"1289",23124,"Pakistan","Soybeans",2013,7222,494,0.92,25.95,7901
"1290",23007,"Pakistan","Sweet potatoes",2011,99623,494,1979.27,24.98,109417
"1291",23070,"Pakistan","Sweet potatoes",2012,86553,494,990.09,24.87,99623
"1292",23133,"Pakistan","Sweet potatoes",2013,88711,494,0.92,25.95,86553
"1293",23016,"Pakistan","Wheat",2011,28328,494,1979.27,24.98,25528
"1294",23079,"Pakistan","Wheat",2012,27138,494,990.09,24.87,28328
"1295",23142,"Pakistan","Wheat",2013,27957,494,0.92,25.95,27138
"1296",23291,"Papua New Guinea","Cassava",2011,99179,3142,105,25.17,99665
"1297",23298,"Papua New Guinea","Cassava",2012,98926,3142,105,25.14,99179
"1298",23305,"Papua New Guinea","Cassava",2013,98663,3142,105,25.44,98926
"1299",23292,"Papua New Guinea","Maize",2011,57778,3142,105,25.17,50000
"1300",23299,"Papua New Guinea","Maize",2012,47619,3142,105,25.14,57778
"1301",23306,"Papua New Guinea","Maize",2013,54545,3142,105,25.44,47619
"1302",23293,"Papua New Guinea","Potatoes",2011,50272,3142,105,25.17,48585
"1303",23300,"Papua New Guinea","Potatoes",2012,52632,3142,105,25.14,50272
"1304",23307,"Papua New Guinea","Potatoes",2013,61538,3142,105,25.44,52632
"1305",23294,"Papua New Guinea","Rice, paddy",2011,20264,3142,105,25.17,20122
"1306",23301,"Papua New Guinea","Rice, paddy",2012,20407,3142,105,25.14,20264
"1307",23308,"Papua New Guinea","Rice, paddy",2013,20549,3142,105,25.44,20407
"1308",23295,"Papua New Guinea","Sorghum",2011,37895,3142,105,25.17,38584
"1309",23302,"Papua New Guinea","Sorghum",2012,38338,3142,105,25.14,37895
"1310",23309,"Papua New Guinea","Sorghum",2013,39020,3142,105,25.44,38338
"1311",23296,"Papua New Guinea","Sweet potatoes",2011,50469,3142,105,25.17,49994
"1312",23303,"Papua New Guinea","Sweet potatoes",2012,50681,3142,105,25.14,50469
"1313",23310,"Papua New Guinea","Sweet potatoes",2013,50887,3142,105,25.44,50681
"1314",23297,"Papua New Guinea","Yams",2011,174359,3142,105,25.17,171053
"1315",23304,"Papua New Guinea","Yams",2012,172500,3142,105,25.14,174359
"1316",23311,"Papua New Guinea","Yams",2013,175000,3142,105,25.44,172500
"1317",23492,"Peru","Cassava",2011,118328,1738,15436.91,17.03,117650
"1318",23501,"Peru","Cassava",2012,121015,1738,18885.82,17.68,118328
"1319",23510,"Peru","Cassava",2013,121025,1738,17942.97,17,121015
"1320",23493,"Peru","Maize",2011,31866,1738,15436.91,17.03,30999
"1321",23502,"Peru","Maize",2012,33084,1738,18885.82,17.68,31866
"1322",23511,"Peru","Maize",2013,32686,1738,17942.97,17,33084
"1323",23494,"Peru","Plantains and others",2011,132389,1738,15436.91,17.03,128578
"1324",23503,"Peru","Plantains and others",2012,137377,1738,18885.82,17.68,132389
"1325",23512,"Peru","Plantains and others",2013,128177,1738,17942.97,17,137377
"1326",23495,"Peru","Potatoes",2011,137379,1738,15436.91,17.03,131588
"1327",23504,"Peru","Potatoes",2012,143316,1738,18885.82,17.68,137379
"1328",23513,"Peru","Potatoes",2013,144125,1738,17942.97,17,143316
"1329",23496,"Peru","Rice, paddy",2011,72980,1738,15436.91,17.03,72850
"1330",23505,"Peru","Rice, paddy",2012,77851,1738,18885.82,17.68,72980
"1331",23514,"Peru","Rice, paddy",2013,77112,1738,17942.97,17,77851
"1332",23497,"Peru","Sorghum",2011,33571,1738,15436.91,17.03,29412
"1333",23506,"Peru","Sorghum",2012,35629,1738,18885.82,17.68,33571
"1334",23515,"Peru","Sorghum",2013,38171,1738,17942.97,17,35629
"1335",23498,"Peru","Soybeans",2011,18091,1738,15436.91,17.03,17758
"1336",23507,"Peru","Soybeans",2012,18212,1738,18885.82,17.68,18091
"1337",23516,"Peru","Soybeans",2013,17893,1738,17942.97,17,18212
"1338",23499,"Peru","Sweet potatoes",2011,180910,1738,15436.91,17.03,167924
"1339",23508,"Peru","Sweet potatoes",2012,174591,1738,18885.82,17.68,180910
"1340",23517,"Peru","Sweet potatoes",2013,183363,1738,17942.97,17,174591
"1341",23500,"Peru","Wheat",2011,14719,1738,15436.91,17.03,14224
"1342",23509,"Peru","Wheat",2012,14891,1738,18885.82,17.68,14719
"1343",23518,"Peru","Wheat",2013,14976,1738,17942.97,17,14891
"1344",23586,"Poland","Maize",2011,71770,600,21779.27,8.84,59824
"1345",23590,"Poland","Maize",2012,73481,600,21885.99,8.48,71770
"1346",23594,"Poland","Maize",2013,65761,600,22204.46,9.32,73481
"1347",23587,"Poland","Potatoes",2011,230338,600,21779.27,8.84,210838
"1348",23591,"Poland","Potatoes",2012,243751,600,21885.99,8.48,230338
"1349",23595,"Poland","Potatoes",2013,210624,600,22204.46,9.32,243751
"1350",23588,"Poland","Soybeans",2011,15913,600,21779.27,8.84,13757
"1351",23592,"Poland","Soybeans",2012,17076,600,21885.99,8.48,15913
"1352",23589,"Poland","Wheat",2011,41348,600,21779.27,8.84,44290
"1353",23593,"Poland","Wheat",2012,41438,600,21885.99,8.48,41348
"1354",23596,"Poland","Wheat",2013,44367,600,22204.46,9.32,41438
"1355",23717,"Portugal","Maize",2011,81040,854,14024.98,16.91,69295
"1356",23723,"Portugal","Maize",2012,83042,854,12444.24,16.24,81040
"1357",23729,"Portugal","Maize",2013,83149,854,10126.8,16.77,83042
"1358",23718,"Portugal","Potatoes",2011,147088,854,14024.98,16.91,150341
"1359",23724,"Portugal","Potatoes",2012,177890,854,12444.24,16.24,147088
"1360",23730,"Portugal","Potatoes",2013,182243,854,10126.8,16.77,177890
"1361",23719,"Portugal","Rice, paddy",2011,58855,854,14024.98,16.91,58453
"1362",23725,"Portugal","Rice, paddy",2012,59995,854,12444.24,16.24,58855
"1363",23731,"Portugal","Rice, paddy",2013,59699,854,10126.8,16.77,59995
"1364",23720,"Portugal","Sweet potatoes",2011,253007,854,14024.98,16.91,183175
"1365",23726,"Portugal","Sweet potatoes",2012,213756,854,12444.24,16.24,253007
"1366",23732,"Portugal","Sweet potatoes",2013,224367,854,10126.8,16.77,213756
"1367",23721,"Portugal","Wheat",2011,12002,854,14024.98,16.91,14305
"1368",23727,"Portugal","Wheat",2012,10766,854,12444.24,16.24,12002
"1369",23733,"Portugal","Wheat",2013,17635,854,10126.8,16.77,10766
"1370",23722,"Portugal","Yams",2011,167204,854,14024.98,16.91,165605
"1371",23728,"Portugal","Yams",2012,165217,854,12444.24,16.24,167204
"1372",23734,"Portugal","Yams",2013,169492,854,10126.8,16.77,165217
"1373",23795,"Qatar","Maize",2011,125556,74,68,28.23,207556
"1374",23798,"Qatar","Maize",2012,124894,74,68,28.54,125556
"1375",23801,"Qatar","Maize",2013,124845,74,68,28.68,124894
"1376",23796,"Qatar","Potatoes",2011,180000,74,68,28.23,92000
"1377",23799,"Qatar","Potatoes",2012,120000,74,68,28.54,180000
"1378",23802,"Qatar","Potatoes",2013,109298,74,68,28.68,120000
"1379",23797,"Qatar","Wheat",2011,23636,74,68,28.23,22500
"1380",23800,"Qatar","Wheat",2012,22857,74,68,28.54,23636
"1381",23803,"Qatar","Wheat",2013,22632,74,68,28.68,22857
"1382",23924,"Romania","Maize",2011,45292,637,6582.9,11.26,43176
"1383",23930,"Romania","Maize",2012,21870,637,6418.7,12.33,45292
"1384",23936,"Romania","Maize",2013,44941,637,6947.9,13.94,21870
"1385",23925,"Romania","Potatoes",2011,164154,637,6582.9,11.26,132960
"1386",23931,"Romania","Potatoes",2012,107623,637,6418.7,12.33,164154
"1387",23937,"Romania","Potatoes",2013,158462,637,6947.9,13.94,107623
"1388",23926,"Romania","Rice, paddy",2011,51504,637,6582.9,11.26,49656
"1389",23932,"Romania","Rice, paddy",2012,44995,637,6418.7,12.33,51504
"1390",23938,"Romania","Rice, paddy",2013,47194,637,6947.9,13.94,44995
"1391",23927,"Romania","Sorghum",2011,31313,637,6582.9,11.26,19918
"1392",23933,"Romania","Sorghum",2012,19335,637,6418.7,12.33,31313
"1393",23939,"Romania","Sorghum",2013,23726,637,6947.9,13.94,19335
"1394",23928,"Romania","Soybeans",2011,19849,637,6582.9,11.26,23641
"1395",23934,"Romania","Soybeans",2012,13388,637,6418.7,12.33,19849
"1396",23940,"Romania","Soybeans",2013,22242,637,6947.9,13.94,13388
"1397",23929,"Romania","Wheat",2011,36650,637,6582.9,11.26,27000
"1398",23935,"Romania","Wheat",2012,26593,637,6418.7,12.33,36650
"1399",23941,"Romania","Wheat",2013,34786,637,6947.9,13.94,26593
"1400",24122,"Rwanda","Cassava",2011,122765,1212,181.6,19.59,120430
"1401",24131,"Rwanda","Cassava",2012,149026,1212,925.52,19.79,122765
"1402",24140,"Rwanda","Cassava",2013,157657,1212,1841.5,19.93,149026
"1403",24123,"Rwanda","Maize",2011,23529,1212,181.6,19.59,23416
"1404",24132,"Rwanda","Maize",2012,22587,1212,925.52,19.79,23529
"1405",24141,"Rwanda","Maize",2013,22845,1212,1841.5,19.93,22587
"1406",24124,"Rwanda","Potatoes",2011,128118,1212,181.6,19.59,118679
"1407",24133,"Rwanda","Potatoes",2012,141869,1212,925.52,19.79,128118
"1408",24142,"Rwanda","Potatoes",2013,136056,1212,1841.5,19.93,141869
"1409",24125,"Rwanda","Rice, paddy",2011,55195,1212,181.6,19.59,51833
"1410",24134,"Rwanda","Rice, paddy",2012,57193,1212,925.52,19.79,55195
"1411",24143,"Rwanda","Rice, paddy",2013,53362,1212,1841.5,19.93,57193
"1412",24126,"Rwanda","Sorghum",2011,12714,1212,181.6,19.59,12088
"1413",24135,"Rwanda","Sorghum",2012,14277,1212,925.52,19.79,12714
"1414",24144,"Rwanda","Sorghum",2013,14433,1212,1841.5,19.93,14277
"1415",24127,"Rwanda","Soybeans",2011,7800,1212,181.6,19.59,7890
"1416",24136,"Rwanda","Soybeans",2012,5862,1212,925.52,19.79,7800
"1417",24145,"Rwanda","Soybeans",2013,6755,1212,1841.5,19.93,5862
"1418",24128,"Rwanda","Sweet potatoes",2011,80541,1212,181.6,19.59,74877
"1419",24137,"Rwanda","Sweet potatoes",2012,91903,1212,925.52,19.79,80541
"1420",24146,"Rwanda","Sweet potatoes",2013,96163,1212,1841.5,19.93,91903
"1421",24129,"Rwanda","Wheat",2011,20478,1212,181.6,19.59,15631
"1422",24138,"Rwanda","Wheat",2012,21680,1212,925.52,19.79,20478
"1423",24147,"Rwanda","Wheat",2013,19924,1212,1841.5,19.93,21680
"1424",24130,"Rwanda","Yams",2011,66757,1212,181.6,19.59,71523
"1425",24139,"Rwanda","Yams",2012,77498,1212,925.52,19.79,66757
"1426",24148,"Rwanda","Yams",2013,154700,1212,1841.5,19.93,77498
"1427",24309,"Saudi Arabia","Maize",2011,59958,59,4840.3,26.57,53096
"1428",24317,"Saudi Arabia","Maize",2012,60135,59,4996.2,27.02,59958
"1429",24325,"Saudi Arabia","Maize",2013,61024,59,5412.5,27.57,60135
"1430",24311,"Saudi Arabia","Potatoes",2011,248330,59,4840.3,26.57,260575
"1431",24319,"Saudi Arabia","Potatoes",2012,253233,59,4996.2,27.02,248330
"1432",24327,"Saudi Arabia","Potatoes",2013,256547,59,5412.5,27.57,253233
"1433",24313,"Saudi Arabia","Sorghum",2011,26372,59,4840.3,26.57,25974
"1434",24321,"Saudi Arabia","Sorghum",2012,26056,59,4996.2,27.02,26372
"1435",24329,"Saudi Arabia","Sorghum",2013,26199,59,5412.5,27.57,26056
"1436",24315,"Saudi Arabia","Wheat",2011,61429,59,4840.3,26.57,61474
"1437",24323,"Saudi Arabia","Wheat",2012,59254,59,4996.2,27.02,61429
"1438",24331,"Saudi Arabia","Wheat",2013,64333,59,5412.5,27.57,59254
"1439",24453,"Senegal","Cassava",2011,74922,686,741.85,25.41,71902
"1440",24459,"Senegal","Cassava",2012,80283,686,787.83,25.47,74922
"1441",24465,"Senegal","Cassava",2013,69978,686,722.53,24.7,80283
"1442",24454,"Senegal","Maize",2011,11331,686,741.85,25.41,15384
"1443",24460,"Senegal","Maize",2012,15465,686,787.83,25.47,11331
"1444",24466,"Senegal","Maize",2013,14428,686,722.53,24.7,15465
"1445",24455,"Senegal","Potatoes",2011,215517,686,741.85,25.41,2e+05
"1446",24461,"Senegal","Potatoes",2012,267857,686,787.83,25.47,215517
"1447",24467,"Senegal","Potatoes",2013,225885,686,722.53,24.7,267857
"1448",24456,"Senegal","Rice, paddy",2011,37171,686,741.85,25.41,41033
"1449",24462,"Senegal","Rice, paddy",2012,39892,686,787.83,25.47,37171
"1450",24468,"Senegal","Rice, paddy",2013,40181,686,722.53,24.7,39892
"1451",24457,"Senegal","Sorghum",2011,6389,686,741.85,25.41,9331
"1452",24463,"Senegal","Sorghum",2012,9602,686,787.83,25.47,6389
"1453",24469,"Senegal","Sorghum",2013,8458,686,722.53,24.7,9602
"1454",24458,"Senegal","Sweet potatoes",2011,263979,686,741.85,25.41,333333
"1455",24464,"Senegal","Sweet potatoes",2012,288175,686,787.83,25.47,263979
"1456",24470,"Senegal","Sweet potatoes",2013,352871,686,722.53,24.7,288175
"1457",24543,"Slovenia","Maize",2011,86856,1162,1121.91,11.02,85394
